Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
38.26833105,-1.503812,4.502846,-0.5395111,0.8223563,0.03344844,0.5670962,-24.82765,0.3173156,-36.07468
38.27840996,-1.319077,3.248113,-0.6005406,0.8281321,0.02906451,0.5592793,-24.82765,0.3173156,-36.07468
38.28848934,-0.2722467,0.6191484,-0.1123045,0.8309625,0.0497825,0.5559967,-24.82765,0.3173156,-36.07468
38.29856873,0.7130053,-2.069565,-0.8446586,0.8339139,0.0431201,0.5700658,-24.82765,0.3173156,-36.07468
38.30864763,0.651427,-2.42806,-1.332895,0.8363702,0.03594511,0.579266,-24.82765,0.3173156,-36.07468
38.31872702,0.8361618,-2.069565,-1.454954,0.8324893,0.0383175,0.573444,-25.20043,1.064439,-35.63587
38.3288064,0.89774,-1.890318,-2.065249,0.8281679,0.03641525,0.5783018,-25.20043,1.064439,-35.63587
38.33888531,0.651427,-1.950067,-1.94319,0.8262916,0.01810024,0.5801386,-25.20043,1.064439,-35.63587
38.34896469,-1.011186,-1.770819,-0.2343635,0.8204787,0.01997994,0.5728553,-25.20043,1.064439,-35.63587
38.35904408,-0.6417161,-1.770819,1.047256,0.8175977,0.02000477,0.5772372,-25.20043,1.064439,-35.63587
38.36912298,-1.873281,-2.248812,0.8641677,0.8142079,0.02385127,0.5758033,-24.45507,0.6822419,-35.63374
38.37920237,-1.380655,-2.248812,0.4369612,0.8194847,0.03203851,0.5734159,-24.45507,0.6822419,-35.63374
38.38928127,-1.811703,-2.965803,0.5590202,0.8276908,0.02624261,0.5709413,-24.45507,0.6822419,-35.63374
38.39936066,-1.873281,-2.069565,1.657551,0.8368587,0.03401946,0.5797405,-24.45507,0.6822419,-35.63374
38.40944004,-1.442233,-1.113578,1.962699,0.8276812,0.03107113,0.5719439,-24.45507,0.6822419,-35.63374
38.41951895,-1.19592,-0.456337,1.77961,0.8242714,0.04263366,0.5705568,-24.45869,0.682178,-36.07138
38.42959833,-0.9496073,-0.2770894,2.145788,0.8184792,0.03922359,0.5656744,-24.45869,0.682178,-36.07138
38.43967819,-1.873281,-0.3965878,2.511965,0.82284,0.03393705,0.568072,-24.45869,0.682178,-36.07138
38.44975758,-0.6417161,0.3204024,2.023729,0.8160605,0.03775104,0.5617744,-24.45869,0.682178,-36.07138
38.45983648,0.03564457,0.0814057,0.9862267,0.815093,0.04113808,0.5637422,-24.45869,0.682178,-36.07138
38.46991587,0.03564457,-0.2173402,0.07078408,0.8131816,0.03535561,0.5646817,-24.46117,1.052819,-36.06989
38.47999525,-0.5801378,0.2009041,0.7421087,0.8204716,0.01947969,0.5699326,-24.46117,1.052819,-36.06989
38.49007416,-1.19592,0.8581451,0.5590202,0.8155817,0.0484262,0.5725451,-24.46117,1.052819,-36.06989
38.49763346,-1.503812,0.3801516,-0.295393,0.8228235,0.04311483,0.5705608,-24.46117,1.052819,-36.06989
38.50771284,-1.257499,-0.2173402,-0.173334,0.8247402,0.04842403,0.5710782,-24.46117,1.052819,-36.06989
38.51779175,-0.2106684,0.6788976,-0.9667177,0.8349441,0.03065426,0.5816681,-24.08725,0.6764002,-36.06956
38.52787113,0.03564457,1.515386,-0.9056881,0.8271474,0.05326635,0.5740255,-24.08725,0.6764002,-36.06956
38.53795052,0.405114,1.814132,-1.699072,0.8291252,0.03591572,0.5753785,-24.08725,0.6764002,-36.06956
38.54802942,0.5282705,1.694634,-0.9056881,0.8175614,0.03253432,0.5758535,-24.08725,0.6764002,-36.06956
38.55810881,0.8361618,1.455637,-0.3564225,0.8156289,0.02622162,0.5690039,-24.08725,0.6764002,-36.06956
38.56818819,0.2203793,0.49965,0.07078408,0.8098182,0.02616632,0.5607356,-25.20654,1.435015,-36.07202
38.57826805,0.03564457,-0.3368386,0.7421087,0.8103268,0.02137415,0.5655723,-25.20654,1.435015,-36.07202
38.58834696,-0.3954031,0.1411549,1.230345,0.820983,0.01905778,0.5796619,-25.20654,1.435015,-36.07202
38.59842634,-1.503812,0.7983959,1.901669,0.8267433,0.02724838,0.5777608,-25.20654,1.435015,-36.07202
38.60850525,-1.811703,1.575135,2.023729,0.8306046,0.02871301,0.5801997,-25.20654,1.435015,-36.07202
38.61858463,-2.735376,2.71037,2.328876,0.8344569,0.03258291,0.5816802,-24.46366,1.42346,-36.06839
38.62866402,-2.489064,2.770119,1.901669,0.829127,0.0281607,0.5690054,-24.46366,1.42346,-36.06839
38.63874292,-2.058016,1.634884,2.084758,0.8266897,0.03828619,0.5690687,-24.46366,1.42346,-36.06839
38.64882231,-1.873281,0.7983959,2.389906,0.828649,0.03301885,0.5748746,-24.46366,1.42346,-36.06839
38.65890169,-2.304329,1.156891,2.145788,0.8319849,0.04360392,0.5705568,-24.08974,1.047041,-36.06807
38.6689806,-1.134342,0.6788976,1.352404,0.8290784,0.03775475,0.5607911,-24.08974,1.047041,-36.06807
38.67905998,-0.7648726,-0.157591,0.6810792,0.8315086,0.03585754,0.565644,-24.08974,1.047041,-36.06807
38.68913937,0.09722282,-1.950067,0.3759317,0.8262298,0.0296053,0.5690163,-24.08974,1.047041,-36.06807
38.69921827,1.144053,-3.563295,0.07078408,0.821337,0.04108877,0.554978,-24.08974,1.047041,-36.06807
38.70929766,1.882992,-4.937526,-0.9667177,0.8170395,0.03099423,0.5607594,-24.09584,1.417618,-36.50422
38.71937656,2.067727,-4.519281,-1.210836,0.8107792,0.03682756,0.5690721,-24.09584,1.417618,-36.50422
38.72945595,1.94457,-3.92179,-1.515983,0.8218896,0.03445157,0.5734287,-24.09584,1.417618,-36.50422
38.73953533,0.5282705,-3.802291,-0.9056881,0.8339816,0.03259754,0.5841137,-24.09584,1.417618,-36.50422
38.74961424,0.4666923,-3.025552,-1.454954,0.8286526,0.0354511,0.5782956,-24.09584,1.417618,-36.50422
38.7596941,1.144053,-2.726806,-2.187308,0.8223721,0.03493718,0.5739179,-23.7183,1.041263,-36.06626
38.76977348,1.144053,-0.8745813,-2.126278,0.8224086,0.02677189,0.5792211,-23.7183,1.041263,-36.06626
38.77985287,0.09722282,0.7386467,-0.4784815,0.82096,0.02143305,0.573837,-23.7183,1.041263,-36.06626
38.78993177,-0.4569814,1.634884,0.3149022,0.8340008,0.02730476,0.586028,-23.7183,1.041263,-36.06626
38.80001116,-0.6417161,3.42736,1.108286,0.8358998,0.03403074,0.5816879,-23.7183,1.041263,-36.06626
38.81009054,-2.24275,4.084601,2.572994,0.8359533,0.02687194,0.5938097,-25.20043,1.064439,-35.63587
38.81764936,-2.673798,5.578331,2.939171,0.8412041,0.04130746,0.5880539,-25.20043,1.064439,-35.63587
38.82772875,0.5282705,8.087796,3.549467,0.8334652,0.02185568,0.5626377,-25.20043,1.064439,-35.63587
38.83780813,5.823999,10.29852,2.328876,0.8256692,0.05950155,0.5687116,-25.20043,1.064439,-35.63587
38.84788704,4.099808,11.135,0.009754575,0.8272294,0.04810853,0.5978383,-25.20043,1.064439,-35.63587
38.85796642,0.7745835,9.28278,0.5590202,0.8301098,0.03741418,0.5836593,-24.83261,1.058597,-36.0717
38.86804581,0.5282705,6.116074,1.169315,0.8227993,0.03724383,0.5569,-24.83261,1.058597,-36.0717
38.87812471,2.621931,4.2041,-0.2343635,0.8112306,0.04064095,0.5617957,-24.83261,1.058597,-36.0717
38.8882041,4.03823,2.411624,-1.027747,0.8054586,0.02660634,0.5544156,-24.83261,1.058597,-36.0717
38.89828396,2.929822,1.99338,-1.577013,0.8035519,0.0305319,0.5656331,-24.83261,1.058597,-36.0717
38.90836334,1.020896,1.93363,-1.210836,0.8079311,0.0218906,0.5714167,-23.71944,0.670558,-36.50539
38.91844225,-0.7032943,1.694634,0.3759317,0.8277253,0.02534709,0.5821279,-23.71944,0.670558,-36.50539
38.92852163,-2.673798,2.053129,1.596522,0.8277036,0.03160436,0.5802195,-23.71944,0.670558,-36.50539
38.93860102,-3.351159,1.515386,1.474463,0.827197,0.03834053,0.5778278,-23.71944,0.670558,-36.50539
38.94867992,-3.782207,0.49965,1.169315,0.8262187,0.04267408,0.5768816,-23.71944,0.670558,-36.50539
38.95875931,-2.920111,-1.531822,0.5590202,0.8204054,0.03921902,0.5646996,-24.09699,1.046913,-36.94336
38.96883822,-1.811703,-3.384047,-0.295393,0.8185189,0.03252004,0.5734196,-24.09699,1.046913,-36.94336
38.9789176,-1.811703,-4.340034,-0.7836291,0.8219371,0.02146076,0.5782158,-24.09699,1.046913,-36.94336
38.98899698,-1.688546,-3.085301,0.07078408,0.820991,0.01374102,0.5776832,-24.09699,1.046913,-36.94336
38.99907589,-0.3338249,-3.085301,-0.5395111,0.8165914,0.0286426,0.5704777,-24.09699,1.046913,-36.94336
39.00915527,1.020896,-4.220535,-0.2343635,0.8165789,0.02861561,0.5660981,-24.46117,1.052819,-36.06989
39.01923466,0.7130053,-4.340034,1.047256,0.8142288,0.01516774,0.575264,-24.46117,1.052819,-36.06989
39.02931356,-1.011186,-2.42806,1.474463,0.8161552,0.01564843,0.5747787,-24.46117,1.052819,-36.06989
39.03939295,-1.503812,-1.591572,2.023729,0.8127426,0.02671971,0.5719289,-24.46117,1.052819,-36.06989
39.04947233,-2.181172,-1.233076,0.9251972,0.8219257,0.02531578,0.5777528,-24.46117,1.052819,-36.06989
39.05955124,-1.996438,-1.770819,0.4369612,0.8146432,0.02520541,0.560726,-24.08911,1.417736,-35.69146
39.06963062,-1.688546,-2.42806,0.5590202,0.8141598,0.03005156,0.5646488,-24.08911,1.417736,-35.69146
39.07971048,-1.503812,-2.129314,1.352404,0.8199978,0.01561832,0.5694229,-24.08911,1.417736,-35.69146
39.08978939,-1.934859,-1.830568,2.878142,0.8199543,0.02764762,0.5651164,-24.08911,1.417736,-35.69146
39.09986877,-1.011186,-1.770819,2.084758,0.8165562,0.03584038,0.5646821,-24.08911,1.417736,-35.69146
39.10994816,0.5898488,-2.667057,0.3759317,0.8223482,0.0387652,0.5690749,-23.72192,1.041199,-36.5039
39.12002707,1.328788,-3.204799,-1.271865,0.8325385,0.03114971,0.584106,-23.72192,1.041199,-36.5039
39.13010645,1.082475,-2.248812,-2.553485,0.8363932,0.02969083,0.5816611,-23.72192,1.041199,-36.5039
39.13766575,1.513522,-2.069565,-3.16378,0.8310526,0.04367218,0.5817501,-23.72192,1.041199,-36.5039
39.14774513,3.176135,-2.786555,-4.262311,0.8392162,0.05330234,0.5783959,-23.72192,1.041199,-36.5039
39.15782404,5.885578,-3.623044,-6.520403,0.8517703,0.04558666,0.5768796,-24.46843,1.052691,-36.94517
39.16790342,7.54819,-3.563295,-7.252757,0.8479965,0.02976245,0.5918716,-24.46843,1.052691,-36.94517
39.17798233,7.17872,-4.758278,-5.482901,0.820796,0.06181325,0.5531577,-24.46843,1.052691,-36.94517
39.18806171,7.301877,-6.550754,-3.407898,0.8112211,0.02849768,0.5476101,-24.46843,1.052691,-36.94517
39.1981411,6.316625,-9.418715,-2.248337,0.8001916,0.01359059,0.5558006,-24.46843,1.052691,-36.94517
39.20822001,5.45453,-10.55395,-1.577013,0.7928954,0.02751351,0.546645,-24.46366,1.42346,-36.06839
39.21829987,2.868244,-10.6137,-1.760101,0.8011574,0.01795856,0.5602059,-24.46366,1.42346,-36.06839
39.22837925,0.09722282,-9.478465,-0.4784815,0.8146854,0.02626589,0.5763041,-24.46366,1.42346,-36.06839
39.23845863,-1.811703,-7.148246,0.4979907,0.8267286,0.0291564,0.574366,-24.46366,1.42346,-36.06839
39.24853754,-1.688546,-4.160786,0.2538726,0.8281574,0.02960374,0.5685282,-25.20343,1.43507,-35.6969
39.25861692,-0.3954031,-0.5160862,-0.7836291,0.8373291,0.03641908,0.5778083,-25.20343,1.43507,-35.6969
39.26869631,0.03564457,1.634884,-0.417452,0.8412174,0.01757515,0.5713649,-25.20343,1.43507,-35.6969
39.27877522,-1.072764,3.188363,0.9251972,0.8305838,0.02478902,0.5694704,-25.20343,1.43507,-35.6969
39.2888546,-2.550642,4.502846,1.474463,0.8262316,0.02233553,0.5631328,-25.20343,1.43507,-35.6969
39.29893351,-2.981689,5.63808,2.634024,0.8266923,0.02471416,0.5577942,-24.83376,0.687892,-36.51083
39.30901289,-2.550642,5.040588,1.77961,0.831943,0.04302869,0.5554683,-24.83376,0.687892,-36.51083
39.31909227,-1.56539,3.42736,1.596522,0.8261462,0.04736764,0.5559857,-24.83376,0.687892,-36.51083
39.32917118,-0.7032943,1.694634,0.5590202,0.8329369,0.03921338,0.5622569,-24.83376,0.687892,-36.51083
39.33925056,-0.1490902,-0.2173402,0.9251972,0.8286061,0.03389638,0.5607681,-24.83376,0.687892,-36.51083
39.34932995,0.5282705,-1.71107,-0.2343635,0.8276048,0.0406052,0.553997,-24.83261,1.058597,-36.0717
39.35940886,1.575101,-2.009816,-0.6005406,0.8330216,0.02096879,0.5752847,-24.83261,1.058597,-36.0717
39.36948824,0.7745835,-1.173327,-0.173334,0.8358894,0.03206874,0.5763231,-24.83261,1.058597,-36.0717
39.37956762,0.651427,-0.5758353,0.2538726,0.8387916,0.02869514,0.5763004,-24.83261,1.058597,-36.0717
39.38964748,-0.1490902,0.1411549,0.8641677,0.840703,0.03011334,0.5714414,-24.83261,1.058597,-36.0717
39.39972639,-0.5185596,0.7386467,0.3759317,0.8387783,0.03060615,0.5733924,-24.83261,1.058597,-36.0717
39.40980578,-0.7648726,0.6191484,0.8641677,0.8440626,0.03638513,0.5714769,-24.83261,1.058597,-36.0717
39.41988516,-0.5185596,0.7386467,0.7421087,0.8436233,0.03114299,0.5816644,-24.83261,1.058597,-36.0717
39.42996407,-0.8264508,1.515386,0.009754575,0.8426501,0.03015377,0.5777662,-24.83261,1.058597,-36.0717
39.44004345,-1.873281,1.873881,1.047256,0.8388088,0.02145836,0.5757699,-24.83261,1.058597,-36.0717
39.44760275,-2.119594,1.93363,1.84064,0.8325148,0.0223702,0.5679944,-25.20157,0.6937342,-36.075
39.45768166,-2.365907,1.634884,2.511965,0.827616,0.04111444,0.5583797,-25.20157,0.6937342,-36.075
39.46776104,-1.688546,0.9178943,2.267847,0.8300626,0.02955419,0.5602541,-25.20157,0.6937342,-36.075
39.47784042,-1.134342,0.6788976,1.84064,0.832988,0.03350434,0.5748742,-25.20157,0.6937342,-36.075
39.48791933,-0.6417161,0.7386467,2.389906,0.838766,0.0271854,0.5660724,-25.20157,0.6937342,-36.075
39.49799871,-0.8264508,0.9178943,2.695053,0.8324947,0.02911573,0.5670621,-24.46117,1.052819,-36.06989
39.50807762,-0.2106684,0.5593992,1.962699,0.8252206,0.04260139,0.5652031,-24.46117,1.052819,-36.06989
39.51815701,-0.888029,0.02165651,2.389906,0.82861,0.03729914,0.5651683,-24.46117,1.052819,-36.06989
39.52823687,-0.3338249,-0.9343305,1.291374,0.8315041,0.03487804,0.5632049,-24.46117,1.052819,-36.06989
39.53831625,0.4666923,-1.651321,0.4369612,0.8276701,0.02280387,0.5607015,-24.46117,1.052819,-36.06989
39.54839516,-0.02593367,-2.667057,1.657551,0.8204369,0.02425422,0.5621758,-24.46169,1.05281,-36.13241
39.55847454,0.2203793,-2.607308,2.328876,0.8238027,0.0237505,0.5582772,-24.46169,1.05281,-36.13241
39.56855392,0.03564457,-1.472073,1.77961,0.8267195,0.02671215,0.5689984,-24.46169,1.05281,-36.13241
39.57863283,0.3435358,-0.9940796,1.84064,0.8300978,0.02187116,0.5655602,-24.46169,1.05281,-36.13241
39.58871222,-0.3954031,-0.6355845,1.77961,0.8208948,0.02662686,0.5558638,-24.46169,1.05281,-36.13241
39.5987916,-0.1490902,-0.5758353,1.291374,0.8126923,0.02661174,0.5544101,-24.08974,1.047041,-36.06807
39.60887051,-0.4569814,-0.5758353,0.2538726,0.8218644,0.02954808,0.5602604,-24.08974,1.047041,-36.06807
39.61894989,-0.2722467,-0.9940796,-0.8446586,0.8242301,0.03963518,0.5535071,-24.08974,1.047041,-36.06807
39.62902927,-0.02593367,-2.129314,-1.149806,0.8334965,0.0194984,0.5713825,-24.08974,1.047041,-36.06807
39.63910818,-1.257499,-1.472073,1.047256,0.8310748,0.02141361,0.5694495,-24.08974,1.047041,-36.06807
39.64918757,-1.257499,-1.233076,1.718581,0.8334289,0.03050622,0.5578242,-24.46117,1.052819,-36.06989
39.65926647,-1.257499,-1.71107,1.901669,0.8334029,0.03626925,0.5539662,-24.46117,1.052819,-36.06989
39.66934586,0.09722282,-3.14505,1.535492,0.8286047,0.02952912,0.556362,-24.46117,1.052819,-36.06989
39.67942524,0.8361618,-3.623044,1.108286,0.8242822,0.02374486,0.5573035,-24.46117,1.052819,-36.06989
39.68950415,0.9593183,-3.384047,0.9251972,0.8310384,0.02085039,0.5563075,-24.46117,1.052819,-36.06989
39.69958353,0.5282705,-2.846304,0.6200497,0.8204352,0.01891647,0.5567905,-24.46303,1.794155,-35.69178
39.70966339,0.03564457,-2.248812,0.8641677,0.8165413,0.02853463,0.552959,-24.46303,1.794155,-35.69178
39.71974278,0.09722282,-1.472073,-0.4784815,0.8208553,0.0381799,0.5525276,-24.46303,1.794155,-35.69178
39.72982168,0.5282705,-1.113578,-1.577013,0.8368076,0.03099999,0.5592844,-24.46303,1.794155,-35.69178
39.73990107,0.03564457,-0.6953337,-1.027747,0.841692,0.02386278,0.5743224,-24.83261,1.058597,-36.0717
39.74998045,-0.02593367,-0.157591,-0.5395111,0.8368177,0.03635575,0.5675894,-24.83261,1.058597,-36.0717
39.76005936,0.5282705,-0.157591,-0.7836291,0.8406702,0.03683187,0.5661295,-24.83261,1.058597,-36.0717
39.76761866,1.144053,0.02165651,-0.7836291,0.8353993,0.02477762,0.5670336,-24.83261,1.058597,-36.0717
39.77769804,1.328788,1.037393,-0.6615701,0.8397292,0.03154738,0.5695044,-24.83261,1.058597,-36.0717
39.78777695,1.144053,1.873881,0.2538726,0.8324808,0.03393525,0.5666047,-25.57797,1.440794,-36.07383
39.79785633,1.328788,3.068865,-0.1123045,0.8232997,0.02855466,0.555387,-25.57797,1.440794,-36.07383
39.80793572,0.5898488,3.367611,0.8031382,0.8184835,0.02662506,0.5558656,-25.57797,1.440794,-36.07383
39.81801462,-0.5185596,4.144351,1.962699,0.8223975,0.01414037,0.5640593,-25.57797,1.440794,-36.07383
39.82809401,-1.56539,4.861341,2.145788,0.8252946,0.01657478,0.5674782,-25.57797,1.440794,-36.07383
39.83817387,-1.750125,5.279585,3.06123,0.8247911,0.02428745,0.5670387,-25.20094,1.06443,-35.69839
39.84825325,-2.304329,5.219836,2.939171,0.8276436,0.0314754,0.5592943,-25.20094,1.06443,-35.69839
39.85833216,-2.304329,4.980839,2.389906,0.8170298,0.02660898,0.5534336,-25.20094,1.06443,-35.69839
39.86841154,-1.934859,5.040588,1.047256,0.8146099,0.02561868,0.5495365,-25.20094,1.06443,-35.69839
39.87849045,-1.934859,5.996575,-0.6615701,0.8184747,0.02515131,0.5514771,-25.20094,1.06443,-35.69839
39.88856983,-2.365907,7.669552,-0.2343635,0.8108274,0.01317023,0.5645489,-24.46169,1.05281,-36.13241
39.89864922,-3.65905,11.7325,0.1318136,0.8166094,0.02383208,0.572395,-24.46169,1.05281,-36.13241
39.90872812,-4.336411,18.72315,-0.9056881,0.8316616,0.01727465,0.6020272,-24.46169,1.05281,-36.13241
39.91880751,-5.937445,27.56603,1.474463,0.8510925,-0.008108351,0.6281354,-24.46169,1.05281,-36.13241
39.92888689,-9.816875,37.90264,6.051677,0.8486495,0.005884151,0.6296821,-24.46169,1.05281,-36.13241
39.9389658,-14.43524,46.44677,8.736975,0.8385357,0.008329841,0.6365173,-24.0947,1.788322,-36.06509
39.94904518,-18.8073,55.2299,9.591389,0.8578398,-0.003748051,0.6305898,-24.0947,1.788322,-36.06509
39.95912457,-21.57832,62.69855,11.54433,0.8370301,0.02081032,0.6273485,-24.0947,1.788322,-36.06509
39.96920347,-24.04145,67.77724,11.54433,0.9133464,-0.01524173,0.6368034,-24.0947,1.788322,-36.06509
39.97928286,-25.21144,78.89059,13.25316,0.8062264,0.02140151,0.6487868,-24.0947,1.788322,-36.06509
39.98936224,-25.82722,87.01647,12.39875,0.820724,0.006929756,0.6462548,-23.36385,1.40587,-37.81352
39.99944115,-24.04145,95.08262,13.31419,0.7980164,0.006337621,0.6311836,-23.36385,1.40587,-37.81352
40.00952101,-29.64507,100.9978,15.51125,0.7643516,-0.01336991,0.6456882,-23.36385,1.40587,-37.81352
40.01960039,-32.29293,108.1677,18.56273,0.7435302,-0.01211258,0.6174882,-23.36385,1.40587,-37.81352
40.0296793,-27.92088,118.6238,19.05096,0.7053665,-0.01422297,0.5926872,-23.36385,1.40587,-37.81352
40.03975868,-18.49941,129.0799,13.19213,0.6812817,-0.005937707,0.6097875,-21.15239,2.853637,-38.67196
40.04983807,-10.12477,134.7561,9.957565,0.645558,0.008017972,0.6094131,-21.15239,2.853637,-38.67196
40.05991697,-4.767459,142.5235,6.539913,0.650654,-0.008847639,0.6891116,-21.15239,2.853637,-38.67196
40.06999636,-5.814289,151.5456,5.258293,0.6611544,-0.02258485,0.8062946,-21.15239,2.853637,-38.67196
40.08007574,-20.34675,165.6464,10.26271,0.6759337,-0.06312159,0.8780562,-21.15239,2.853637,-38.67196
40.08763504,-31.06137,172.9358,14.90096,0.6677265,-0.07381522,0.8653456,-17.09277,3.530986,-41.21237
40.11787224,-31.43084,169.1119,13.49728,0.5073209,0.01991463,0.6786909,-17.09277,3.530986,-41.21237
40.12795162,-21.20885,178.9705,25.09288,0.2741055,0.0787639,0.6315387,-17.09277,3.530986,-41.21237
40.13803101,-13.6963,163.1369,21.55317,0.3835303,-0.02932254,0.6857861,-11.84656,4.19022,-42.49663
40.14811087,-8.954779,147.8411,21.43111,0.4697105,-0.09974378,0.9076757,-11.84656,4.19022,-42.49663
40.15818977,-12.28,149.1556,24.54362,0.467559,-0.11131,0.9874122,-11.84656,4.19022,-42.49663
40.16826916,-21.70148,146.5267,30.58554,0.4262305,-0.1551569,0.9983698,-11.84656,4.19022,-42.49663
40.17834854,-22.80988,138.7593,30.64657,0.4159106,-0.1167852,0.9660075,-11.84656,4.19022,-42.49663
40.18842745,-17.63731,126.7497,26.67965,0.3495301,-0.078228,0.8923269,-5.540687,4.833212,-42.90048
40.19850683,-6.245337,110.7369,21.98038,0.3029119,-0.04016226,0.8147353,-5.540687,4.833212,-42.90048
40.20858622,12.35129,95.38136,11.36124,0.2569155,-0.00131099,0.7862961,-5.540687,4.833212,-42.90048
40.21866512,26.82218,86.17999,-0.6615701,0.2828873,-0.05374579,0.8823078,-5.540687,4.833212,-42.90048
40.22874451,26.45271,90.42218,-0.417452,0.301203,-0.09732886,1.007089,-5.540687,4.833212,-42.90048
40.23882341,11.98182,100.7588,6.417854,0.3135462,-0.1456794,1.063234,0.01630592,5.920119,-43.68133
40.2489028,1.144053,112.7086,14.10757,0.2810641,-0.1412229,1.007812,0.01630592,5.920119,-43.68133
40.25898218,-2.920111,118.803,16.79287,0.2465621,-0.09429067,0.9589747,0.01630592,5.920119,-43.68133
40.26906109,0.158801,116.1143,15.57228,0.2115375,-0.04696054,0.8965155,0.01630592,5.920119,-43.68133
40.27914047,7.425034,106.3752,11.60536,0.1719469,-0.04757427,0.8799973,3.736286,5.491753,-43.28958
40.28921986,15.7381,93.52914,6.417854,0.1792295,-0.0474639,0.8970239,3.736286,5.491753,-43.28958
40.29929876,23.74327,84.92525,2.572994,0.1556255,-0.04403079,0.9092283,3.736286,5.491753,-43.28958
40.30937815,24.29747,78.71134,0.009754575,0.1582285,-0.05913415,0.9621756,3.736286,5.491753,-43.28958
40.31945801,24.29747,79.72707,-1.027747,0.1613195,-0.09071168,1.002371,3.736286,5.491753,-43.28958
40.32953739,18.81701,84.26801,2.084758,0.1778259,-0.0827045,1.047662,7.828638,4.995844,-42.83375
40.3396163,11.92025,90.42218,2.572994,0.14697,-0.1142299,1.02219,7.828638,4.995844,-42.83375
40.34969568,12.35129,91.55741,2.267847,0.1159107,-0.05842263,1.004548,7.828638,4.995844,-42.83375
40.35977507,11.98182,87.13597,-1.271865,0.08685376,-0.04318911,0.9759524,7.828638,4.995844,-42.83375
40.36985397,7.732925,82.53529,0.7421087,0.09518462,-0.08605542,0.9834717,7.828638,4.995844,-42.83375
40.37993336,3.052979,77.87485,3.244319,0.07587299,-0.06671976,0.9933361,11.18018,4.202625,-42.38277
40.39001226,4.838748,75.72388,2.389906,0.05853422,-0.04971294,1.016324,11.18018,4.202625,-42.38277
40.40009165,2.314039,73.09492,2.084758,0.040084,-0.05193453,0.9710691,11.18018,4.202625,-42.38277
40.40765095,6.193469,68.07598,1.352404,0.02358587,-0.04731619,0.9399664,11.18018,4.202625,-42.38277
40.41773033,12.84392,60.72683,-1.271865,0.006724833,-0.04001703,0.9526757,11.18018,4.202625,-42.38277
40.42780924,16.78493,54.87141,-1.94319,0.01753002,-0.07741182,0.98699,13.79724,3.791794,-40.62101
40.43788862,24.42063,47.52226,-2.126278,0.009445235,-0.08444776,1.020043,13.79724,3.791794,-40.62101
40.44796848,22.32697,40.83035,-0.05127494,0.005184341,-0.09349383,1.039456,13.79724,3.791794,-40.62101
40.45804787,19.06332,31.98747,1.230345,-0.003572854,-0.08930099,1.016618,13.79724,3.791794,-40.62101
40.46812677,18.26281,23.68233,-0.417452,-0.007017856,-0.07054068,1.009435,13.79724,3.791794,-40.62101
40.47820616,17.52387,18.60365,2.695053,-0.01718428,-0.05802468,1.007086,17.14134,4.110497,-40.16557
40.48828507,16.84651,13.64447,4.953146,-0.02600298,-0.02389925,0.9897814,17.14134,4.110497,-40.16557
40.49836445,12.96708,9.462028,5.990647,-0.02785448,-0.03003801,1.011157,17.14134,4.110497,-40.16557
40.50844383,10.19606,5.160087,5.502411,-0.03845342,-0.03196293,1.0131,17.14134,4.110497,-40.16557
40.51852274,10.01132,3.188363,3.610496,-0.02772895,-0.03849661,1.047115,17.14134,4.110497,-40.16557
40.52860212,5.947156,3.009116,3.549467,-0.02815572,-0.04371176,1.061682,17.51659,2.992733,-40.60588
40.53868151,3.484026,2.889617,2.817112,-0.03248915,-0.05291377,1.05579,17.51659,2.992733,-40.60588
40.54876041,3.730339,0.6191484,0.9862267,-0.0428045,-0.02229114,1.018028,17.51659,2.992733,-40.60588
40.5588398,5.639265,-1.531822,0.4369612,-0.03509334,-0.03732817,1.002846,17.51659,2.992733,-40.60588
40.56891918,6.13189,-3.025552,0.1928431,-0.03611579,-0.02242107,0.9961241,17.51659,2.992733,-40.60588
40.57899809,5.577686,-4.63878,1.535492,-0.04527449,-0.02726842,0.9931821,17.15011,2.25723,-40.61067
40.58907747,6.624516,-6.311757,-0.05127494,-0.04138115,-0.02137055,1.010733,17.15011,2.25723,-40.61067
40.59915638,6.316625,-6.610503,0.2538726,-0.03310747,-0.04690278,1.013978,17.15011,2.25723,-40.61067
40.60923576,8.471864,-7.207995,2.389906,-0.04036878,-0.03290488,1.016988,17.15011,2.25723,-40.61067
40.61931562,8.656599,-9.239468,0.8031382,-0.03609889,-0.01317131,1.010292,17.15011,2.25723,-40.61067
40.62939501,5.023482,-11.50994,-0.3564225,-0.02971451,-0.03231574,1.033042,17.52156,2.251451,-40.60886
40.63947392,2.190883,-14.2584,-1.271865,-0.0302462,-0.02999782,1.017971,17.52156,2.251451,-40.60886
40.6495533,0.405114,-17.06661,-1.94319,-0.03125579,-0.01845748,1.012689,17.52156,2.251451,-40.60886
40.65963268,1.205631,-18.91883,-2.614514,-0.03177911,-0.02048582,0.9966193,17.52156,2.251451,-40.60886
40.66971159,3.915074,-19.87482,-2.553485,-0.02991442,0.000713704,0.9933401,17.52156,2.251451,-40.60886
